#separator:tab
#html:true
#tags column:47
arranjar-se	arranjar-se	arranjar-se	arreglarse	/a.ʁɐ̃.ˈʒaɾ-sɨ/	/ɐ.ʁɐ.ˈɲaʁ sɨ/	v pron	vestir-se bem	get ready	/ɡɛt ˈrɛdi/	/ɡɛt ˈrɛdi/	v			arreglarse			v				se préparer			v		sich bereit machen					arreglar-se					prepararsi										Português::Curso::A1 Português::Vocabulario::Pessoas::Tempo_livre Português::Vocabulario::Tipo_Palavra::Verbos
tosse às vezes	tosse às vezes	tosse às vezes	"<img src=""_tosser.gif"">"	/ˈtɔsɨ ˈaʒ ˈvɛzɨʃ/	/ˈtɔsi ˈas ˈvɛzes/	exp		coughs sometimes						tose a veces						tousse parfois					hustet manchmal					tossa a vegades					tosse a volte											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude Português::Vocabulario::Pessoas::Corpo_Saude::Feridas
tem dor de garganta	tem dor de garganta	tem dor de garganta	"<img src=""_dor_garganta.JPG"">"	/ˈtɐ̃j̃ ˈdoɾ dɨ ɡɐɾˈɡɐ̃tɐ/	/ˈtẽj̃ ˈdoʁ dʒi ɡaʁˈɡɐ̃tɐ/	exp		has a sore throat						tiene dolor de garganta						a mal à la gorge					halsweh					te mal de coll					ha mal di gola											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude
para apanhar sol precisa de protetor solar	para apanhar sol precisa de protetor solar	para apanhar sol precisa de protetor solar	"<img src=""_protetor_solar.JPG"">"	/pɐɾɐ ɐpɐˈɲaɾ ˈsɔɫ pɾɨˈsizɐ dɨ pɾutɨˈtoɾ suˈlaɾ/	/paɾɐ apɐˈɲaʁ ˈsɔw pɾeˈsizɐ dʒi pɾoteˈtoʁ soˈlaʁ/	exp		to sunbathe needs sunscreen						para tomar el sol necesita protector solar						pour bronzer a besoin de crème solaire					um sich zu sonnen, braucht Sonnenschutz					fer-se necessitar protecció solar					per prendere il sole serve la crema solare											Português::Curso::A1 Português::Vocabulario::Actividades::Praia Português::Vocabulario::Pessoas::Corpo_Saude Português::Vocabulario::Pessoas::Corpo_Saude::Tratamento
contratura	contratura	a contratura	"<img src=""_contratura_contractura.JPG"">"	/ɐ kõtɾɐˈtuɾɐ/	/a kõtɾaˈtuɾɐ/	sf		contracture						contractura						contracture					Kontraktur					contractura					contrattura											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude::Feridas
ter / dar um jeito	ter / dar um jeito	ter / dar um jeito	"<img src=""_dar_um_jeito.JPG"">"	/ˈteɾ | ˈdaɾ ˈũ ˈʒɐjtu/	/ˈteʁ | ˈdaʁ ˈũ ˈʒejtu/	exp		to pull a muscle						tener/sufrir una contractura																																Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude::Feridas
ampolas	ampolas	as ampolas		/ɐz ɐ̃ˈpɔlɐʃ/	/az ɐ̃ˈpɔlas/	sfp		blisters						ampollas						ampoules					Blasen					ampolles					vesciche											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude::Feridas
feridas	feridas	as feridas		/ɐʃ fɨˈɾidɐʃ/	/aʃ feˈɾidas/	sfp		wounds						heridas						blessures					Wunden					ferides					ferite											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude
dor de pés	dor de pés	a dor de pés	"<img src=""_dor_de_pes_dolor_de_pies.JPG"">"	/ɐ ˈdoɾ dɨ ˈpɛʃ/	/a ˈdoʁ dʒi ˈpɛs/	sf		foot pain						dolor de pies						douleur aux pieds					Fußschmerzen					dolor als peus					dolore ai piedi											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude Português::Vocabulario::Pessoas::Corpo_Saude::Feridas
fiz um entorse	fiz um entorse	fiz um entorse	"<img src=""_torceu_um_pe.JPG"">"	/ˈfiʃ ˈũ ẽˈtɔɾsɨ/	/ˈfiʃ ˈũ ẽˈtɔʁsi/	exp		I sprained						me hice un esguince, me torcí						je me suis foulé					ich habe mich verstaucht					m'he fet un esquinç					mi sono slogato											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude Português::Vocabulario::Pessoas::Corpo_Saude::Feridas
dor de estômago	dor de estômago	a dor de estômago	"<img src=""_stomach_ache.jpg"">"	/ɐ ˈdoɾ dɨ ˈʃtomɐɡu/	/a ˈdoʁ dʒi isˈtomaɡu/	sf		stomach pain						dolor de estómago						"douleur d&#x27;estomac"					Bauchschmerzen					dolor d'estómac					dolore di stomaco											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude
diarrea	diarrea	a diarrea	"<img src=""_diarrea.jpg"">"	/ɐ diɐˈʁɛɐ/	/a dʒiaˈʁɛɐ/	sf		diarrhea						diarrea						diarrhée					Durchfall					diarrea					diarrea											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude
prisão de ventre	prisão de ventre	a prisão de ventre	"<img src=""_constipacion_prisao_de_ventre.JPG"">"	/ɐ pɾiˈzɐ̃w̃ dɨ ˈvẽtɾɨ/	/a pɾiˈzɐ̃w̃ dʒi ˈvẽtɾi/	sf		constipation						estreñimiento						constipation					Verstopfung					estrenyiment					stipsi											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude
xarope para tosse	xarope para tosse	o xarope para tosse		/u ʃɐˈɾɔpɨ pɐɾɐ ˈtɔsɨ/	/u ʃaˈɾɔpi paɾɐ ˈtɔsi/	sm		cough syrup						jarabe para la tos						sirop pour la toux					Hustensaft					almívar per a la tos					sciroppo per la tosse											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude
ter febre	ter febre	ter febre	"<img src=""_ter_febre.JPG"">"	/ˈteɾ ˈfɛbɾɨ/	/ˈteʁ ˈfɛbɾi/	v		to have a fever						tener fiebre						avoir de la fièvre					Fieber haben					tenir febre					avere la febbre											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude Português::Vocabulario::Pessoas::Corpo_Saude::Feridas
gripe	gripe	a gripe	"<img src=""_resfriados.JPG"">"	/ɐ ˈɡɾipɨ/	/a ˈɡɾipi/	sf		flu						gripe						grippe					Grippe					grip					influenza											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude
ir ao médico	ir ao médico	ir ao médico	"<img src=""_95_Broken_Arm_Injury_Xray_Doctor_Consult.JPG"">"	/ˈiɾ ɐu ˈmɛdiku/	/ˈiʁ au ˈmɛdʒiku/	exp		go to the doctor						ir al médico						aller chez le médecin					zum Arzt gehen					anar al metge					andare dal medico											Português::Curso::A1 Português::Vocabulario::Pessoas::Corpo_Saude
calças de ganga	calças de ganga	as calças de ganga		/ɐʃ ˈkaɫsɐʒ dɨ ˈɡɐ̃ɡɐ/	/aʃ ˈkawsas dʒi ˈɡɐ̃ɡɐ/	sf		jeans	/ˈdʒinz/	/ˈdʒiːnz/				pantalones vaqueros / jeans						jean					Jeans					pantalons vaquers / jeans					jeans											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Calças_e_Calçoes Português::Vocabulario::Pessoas::Roupa::de_Baixo
calções	calções	os calções		/uʃ kaɫˈsõj̃ʃ/	/uʃ kawˈsõj̃s/	smp		shorts	/ˈʃɔrts/	/ˈʃɔːts/				pantalones cortos						shorts					Shorts / kurze Hose					pantalons curts / shorts					pantaloncini											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Calças_e_Calçoes Português::Vocabulario::Pessoas::Roupa::de_Baixo
jeans	jeans	os jeans		/uʒ ˈʒɛɐ̃ʃ/	/uʒ ˈʒɛɐ̃s/	smp		jeans	/ˈdʒinz/	/ˈdʒiːnz/				jeans						jean					Jeans					jeans					jeans											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Calças_e_Calçoes Português::Vocabulario::Pessoas::Roupa::de_Baixo
minisaia	minisaia	a minisaia		/ɐ miniˈzajɐ/	/a miniˈzajɐ/	sf		miniskirt	/ˈmɪniˌskɜ˞t/	/ˈmɪniˌskɜːt/				minifalda						minijupe					Minirock / Miniröcke					minifalda / minifaldilla					minigonna											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Baixo Português::Vocabulario::Pessoas::Roupa::Vestidos_e_Saias
saia	saia	a saia		/ɐ ˈsajɐ/	/a ˈsajɐ/	sf		skirt	/ˈskɜ˞t/	/ˈskɜːt/				falda						jupe					Rock					falda					gonna											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Baixo Português::Vocabulario::Pessoas::Roupa::Vestidos_e_Saias
saia comprida	saia comprida	a saia comprida	"<img src=""_saia_comprida_bege.JPG"">"	/ɐ ˈsajɐ kõˈpɾidɐ/	/a ˈsajɐ kõˈpɾidɐ/	sf		long skirt	/ˈlɔŋ ˈskɜ˞t/	/ˈlɒŋ ˈskɜːt/				falda larga						jupe longue					Langer Rock					falda llarga					gonna lunga											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Baixo Português::Vocabulario::Pessoas::Roupa::Vestidos_e_Saias
saia curta	saia curta	a saia curta		/ɐ ˈsajɐ ˈkuɾtɐ/	/a ˈsajɐ ˈkuʁtɐ/	sf		short skirt	/ˈʃɔrt ˈskɜ˞t/	/ˈʃɔːt ˈskɜːt/				falda corta						jupe courte					Kurzer Rock					falda curta					gonna corta											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Baixo Português::Vocabulario::Pessoas::Roupa::Vestidos_e_Saias
casaco	casaco	o casaco		/u kɐˈzaku/	/u kaˈzaku/	sm	Cualquier tipo de abrigo, saco o chaqueta.	jacket / coat	/ˈdʒækət | ˈkoʊt/	/ˈdʒækɪt | ˈkəʊt/				chaqueta / abrigo						veste / manteau					Jacke / Mantel					jaqueta / abrigo					cappotto											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Agasalho Português::Vocabulario::Pessoas::Roupa::de_Cima
gabardina	gabardina	a gabardina		/ɐ ɡɐbɐɾˈdinɐ/	/a ɡabaʁˈdʒinɐ/	sf		trench coat / raincoat	/ˈtɹɛntʃ ˈkoʊt | ˈɹeɪnˌkoʊt/	/ˈtrentʃ ˈkəʊt | ˈreɪŋkəʊt/				gabardina / impermeable						trench / imperméable					Trench / Regenmantel					gabardina					impermeabile											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Agasalho Português::Vocabulario::Pessoas::Roupa::de_Cima
gorro	gorro	o gorro		/u ˈɡɔʁu/	/u ˈɡɔʁu/	sm		hat	/ˈhæt/	/ˈhæt/				gorro						chapeau					Hut					gorra / barret					cappello											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios Português::Vocabulario::Pessoas::Roupa::de_Agasalho
impermeável	impermeável	o impermeável		/u ĩpɨɾmɨˈavɛɫ/	/u ĩpeʁmeˈavɛw/	sm		waterproof	/ˈwɔtə˞ˌpɹuf/	/ˈwɔːtəpruːf/				impermeable						Impermeable					Wasserdicht					impermeable					impermeabile											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Agasalho Português::Vocabulario::Pessoas::Roupa::de_Cima
kispo	kispo	o kispo		/u ˈiʃpu/	/u ˈispu/	sm		quilt / jacket	/ˈkwɪlt | ˈdʒækət/	/ˈkwɪlt | ˈdʒækɪt/				edredón / chaqueta						couette / veste					Steppdecke / Blouson					edreçó / casaca					giacca											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Agasalho Português::Vocabulario::Pessoas::Roupa::de_Cima
oleado	oleado	o oleado		/u oliˈadu/	/u oliˈadu/	sm		poncho	/ˈpɑntʃoʊ/	/ˈpɒntʃəʊ/				poncho						poncho / huilé					Poncho / geölt					ponxo / oleat					oliato											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Agasalho Português::Vocabulario::Pessoas::Roupa::de_Cima
sobretodo	sobretodo	o sobretudo		/u subɾɨˈtudu/	/u sobɾeˈtudu/	sm		overcoat	/ˈoʊvə˞ˌkoʊt/	/ˈəʊvəkəʊt/				abrigo / sobretodo						manteau / redingote					Übermantel / Überzieher					abrigo/sobretot					soprabito											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Agasalho Português::Vocabulario::Pessoas::Roupa::de_Cima
roupa de agasalho	roupa de agasalho	a roupa de agasalho		/ɐ ˈʁopɐ dɨ ɐɡɐˈzaʎu/	/a ˈʁopɐ dʒi aɡaˈzaʎu/	sf		warm clothing	/ˈwɔrm ˈkloʊðɪŋ/	/ˈwɔːm ˈkləʊðɪŋ/				ropa de abrigo						vêtements chauds					warme Kleidung					"roba d&amp;#x27;abric"					vestiti caldi											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Agasalho
cachecol	cachecol	o cachecol		/u kɐʃɨˈkɔɫ/	/u kaʃeˈkɔw/	sm		scarf	/ˈskɑrf/	/ˈskɑːf/				bufanda						écharpe					Schal					bufanda					sciarpa											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios Português::Vocabulario::Pessoas::Roupa::de_Agasalho
bolso	bolso	o bolso		/u ˈbɔɫsu/	/u ˈbɔwsu/	sm		pocket	/ˈpɑkət/	/ˈpɒkɪt/				bolsillo						poche					Tasche					butxaca					tasca											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa Português::Vocabulario::Pessoas::Roupa::Detalhes
boné	boné	o boné	"<img src=""_bone_preto.JPG"">"	/u buˈnɛ/	/u boˈnɛ/	sm		cap	/ˈkæp/	/ˈkæp/				gorra						casquette					Kappe / Mütze					gorra					cappello											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios
óculos	óculos	os óculos		/uz ˈɔkuluʃ/	/uz ˈɔkulus/	smp		glasses	/ˈɡlæsəz/	/ˈɡlɑːsɪz/				gafas						lunettes					Brille					ulleres					occhiali											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios
usar óculos	usar óculos	usar óculos		/uˈzaɾ ˈɔkuluʃ/	/uˈzaʁ ˈɔkulus/	v		wear glasses	/ˈwɛr ˈɡlæsəz/	/ˈweə ˈɡlɑːsɪz/				usar gafas						porter des lunettes					Brille tragen					usar ulleres					portare occhiali											Português::Curso::A1 Português::Vocabulario::Pessoas::Descripçao::Olhos
brincos	brincos	os brincos		/uʒ ˈbɾĩkuʃ/	/uʒ ˈbɾĩkus/	smp		earrings	/ˈɪrɪŋz/	/ˈɪərɪŋz/				pendientes						"boucles d&amp;#x27;oreilles"					Ohrringe					arracades					orecchini											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios Português::Vocabulario::Pessoas::Roupa::Joias
pulseira	pulseira	a pulseira		/ɐ puɫˈsɐjɾɐ/	/a puwˈsejɾɐ/	sf		bracelet	/ˈbɹeɪslət/	/ˈbreɪslət/				pulsera						bracelet					Armband					polsera					braccialetto											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios Português::Vocabulario::Pessoas::Roupa::Joias
bracelete	bracelete	o bracelete		/u bɾɐsɨˈlɛtɨ/	/u bɾaseˈlɛtʃi/	sm		bracelet	/ˈbɹeɪslət/	/ˈbreɪslət/				pulsera						bracelet					Armband					polsera					bracciale											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios Português::Vocabulario::Pessoas::Roupa::Joias
relógio 	relógio 	o relógio	"<img src=""_rélogio_reloj_wristwatch.JPG"">"	/u ʁɨˈlɔʒiu/	/u ʁeˈlɔʒiu/	sm		watch	/ˈwɑtʃ/	/ˈwɒtʃ/				reloj						montre					Uhr					rellotge					orologio											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios Português::Vocabulario::Pessoas::Roupa::Joias
anel	anel	o anel		/u ɐˈnɛɫ/	/u ɐˈnɛw/	sm		ring	/ˈɹɪŋ/	/ˈrɪŋ/				anillo						bague					Ring					anell					anello											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios Português::Vocabulario::Pessoas::Roupa::Joias
aneis	aneis	os aneis		/uz ɐˈnɐjʃ/	/uz ɐˈnejs/	smp		rings	/ˈɹɪŋz/	/ˈrɪŋz/				anillos						bagues					Ringe					anells					anelli											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios Português::Vocabulario::Pessoas::Roupa::Joias
colar	colar	o colar		/u kuˈlaɾ/	/u koˈlaʁ/	sm		necklace	/ˈnɛkləs/	/ˈnekləs/				collar						collier					Halskette					collar					collana											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios Português::Vocabulario::Pessoas::Roupa::Joias
pérola	pérola	a pérola		/ɐ ˈpɛɾulɐ/	/a ˈpɛɾulɐ/	sf		pearl	/ˈpɜ˞l/	/ˈpɜːl/				perla						perle					Perle					perla					perla											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios Português::Vocabulario::Pessoas::Roupa::Joias
chapéu	chapéu	o chapéu		/u ʃɐˈpɛw/	/u ʃaˈpɛw/	sm		hat	/ˈhæt/	/ˈhæt/				sombrero						chapeau					Hut					barret					cappello											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios
mala	mala	a mala		/ɐ ˈmalɐ/	/a ˈmalɐ/	sf		bag	/ˈbæɡ/	/ˈbæɡ/				bolso						sac					Tasche					bolso					borsa											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios
carteira	carteira	a carteira		/ɐ kɐɾˈtɐjɾɐ/	/a kaʁˈtejɾɐ/	sf		wallet	/ˈwɑlət/	/ˈwɒlɪt/				cartera						portefeuille					Geldbörse					cartera					portafoglio											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Acessórios
blusão	blusão	o blusão		/u bluˈzɐ̃w̃/	/u bluˈzɐ̃w̃/	sm		jacket	/ˈdʒækət/	/ˈdʒækɪt/				chaqueta con elástico y cierre (tipo bomber)						blouson / veste					Jacke / Blouson					jaqueta / casaca					giacca											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Cima
camisa	camisa	a camisa	"<img src=""_camisa_amarela.JPG"">"	/ɐ kɐˈmizɐ/	/a kɐˈmizɐ/	sf		shirt	/ˈʃɜ˞t/	/ˈʃɜːt/				camisa						chemise					Hemd					camisa					camicia											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Cima
camisola	camisola	a camisola		/ɐ kɐmiˈzɔlɐ/	/a kɐmiˈzɔlɐ/	sf	Cualquier tipo de prenda que sea de manga larga y no sea una camisa.	sweater	/ˈswɛtə˞/	/ˈswetə/				camiseta / suéter						pulli / pull-over					Pullover					sueter/maglia / jersei					maglione											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Cima
colete	colete	o colete		/u kuˈlɛtɨ/	/u koˈlɛtʃi/	sm		vest	/ˈvɛst/	/ˈvest/				chaleco						gilet / veste					West					armilla/gilet / jaqueta					giacca											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Cima
T-shirt	T-shirt	a T-shirt		/ɐ ˈtʃiɾt/	/a tˈsiʁt/	sf	Cualquier camiseta o blusa que sea de manga corta (PT)	T-shirt	/ˈtiˌʃɜ˞t/	/ˈtiːʃɜːt/				camiseta						T-shirt					T-Shirt					camiseta					maglietta											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::de_Cima
biquini	biquini	o biquini		/u bikiˈni/	/u bikiˈni/	sm		bikini	/bəˈkini/	/bɪˈkiːni/				biquini						bikini					Bikini					biquini					bikini											Português::Curso::A1 Português::Vocabulario::Actividades::Praia Português::Vocabulario::Pessoas::Roupa::de_Banho
fato de banho	fato de banho	o fato de banho		/u ˈfatu dɨ ˈbɐɲu/	/u ˈfatu dʒi ˈbɐɲu/	sm		swimsuit	/ˈswɪmˌsut/	/ˈswɪmsuːt/				traje de baño / bañador						maillot de bain					Badeanzug / Schwimmanzug					robe de bany / banyador					costume da bagno											Português::Curso::A1 Português::Vocabulario::Actividades::Praia Português::Vocabulario::Pessoas::Roupa::de_Banho
trazer óculos de sol	trazer óculos de sol	trazer óculos		/tɾɐˈzeɾ ˈɔkuluʃ/	/tɾaˈzeʁ ˈɔkulus/	v		wear sunglasses	/ˈwɛr ˈsənˌɡlæsəz/	/ˈweə ˈsʌŋˌɡlɑːsɪz/				usar gafas de sol						porter des lunettes de soleil					Sonnenbrille tragen					usar ulleres de sol					indossare occhiali da sole											Português::Curso::A1 Português::Vocabulario::Actividades::Praia Português::Vocabulario::Pessoas::Roupa::de_Banho
botas	botas	as botas		/ɐʒ ˈbɔtɐʃ/	/aʒ ˈbɔtas/	sfp		boots	/ˈbuts/	/ˈbuːts/				botas						bottes					Stiefel					botes					stivali											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Sapatos
chinelas	chinelas	as chinelas		/ɐʃ ʃiˈnɛlɐʃ/	/aʃ ʃiˈnɛlas/	sfp		flip flops	/ˈflɪp ˈflɑps/	/ˈflɪp ˈflɒps/				chancletas, chanclas						sandales					Sandalen					sandàlies					sandali											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Sapatos
chinelas	chinelas	as chinelas		/ɐʃ ʃiˈnɛlɐʃ/	/aʃ ʃiˈnɛlas/	sfp		flip flops	/ˈflɪp ˈflɑps/	/ˈflɪp ˈflɒps/				chancletas, chanclas						sandales					Sandalen					sandàlies					sandali											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Sapatos
saltos	saltos	os saltos		/uʃ ˈsaɫtuʃ/	/uʃ ˈsawtus/	smp		heels	/ˈhilz/	/ˈhiːlz/				tacones						talons					Absätze					talons					tacchi											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Sapatos
salto alto	salto alto	o salto alto		/u ˈsaɫtu ˈaɫtu/	/u ˈsawtu ˈawtu/	sm		high heels	/ˈhaɪ ˈhilz/	/ˈhaɪ ˈhiːlz/				tacón alto						talon haut					hohe Absätze					taló alt					tacchi alti											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Sapatos
sandálias	sandálias	as sandálias		/ɐʃ sɐ̃ˈdaliɐʃ/	/aʃ sɐ̃ˈdalias/	sfp		sandals	/ˈsændl̩z/	/ˈsændᵊlz/				sandalias						sandales					Sandalen					sandàlies					sandali											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Sapatos
sapato	sapato	o sapato		/u sɐˈpatu/	/u saˈpatu/	sm		shoe	/ˈʃu/	/ˈʃuː/				zapato						chaussure					Schuh					sabata					scarpa											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Sapatos
sapatos	sapatos	os sapatos		/uʃ sɐˈpatuʃ/	/uʃ saˈpatus/	smp		shoes	/ˈʃuz/	/ˈʃuːz/				zapatos						chaussures					Schuhe					sabates					scarpe											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Sapatos
ténis	ténis	os ténis	"<img src=""_tenis_cor_de_rosa.JPG"">"	/uʃ ˈtɛniʃ/	/uʃ ˈtɛnis/	smp	tmb. sapatilha	sneakers	/ˈsnikə˞z/	/ˈsniːkəz/				tenis, (zapatillas de deporte)						baskets					Turnschuhe					sabatilles					sneakers											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Sapatos
fato	fato	o fato		/u ˈfatu/	/u ˈfatu/	sm	casaco + calças	suit	/ˈsut/	/ˈsuːt/				traje						costume					Anzug					traje					abito											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Fatos
fato de treino	fato de treino	o fato de treino		/u ˈfatu dɨ ˈtɾɐjnu/	/u ˈfatu dʒi ˈtɾejnu/	sm		tracksuit	/ˈtɹækˌsut/	/ˈtræksuːt/				chándal						ensemble de sport / survêtement					Trainingsanzug					xandall					tuta											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Fatos
vestido	vestido	o vestido		/u vɨˈʃtidu/	/u vesˈtʃidu/	sm		dress	/ˈdɹɛs/	/ˈdres/				vestido						robe					Kleid					vestit					abito											Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Vestidos_e_Saias
amarelo	amarelo	amarelo, amarela		/ɐmɐˈɾɛlu | ɐmɐˈɾɛlɐ/	/ɐmaˈɾɛlu | ɐmaˈɾɛlɐ/	adj m/f		yellow	/ˈjɛloʊ/	/ˈjeləʊ/				amarillo						jaune					gelb					groc/guallo					giallo											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
azul	azul	azul		/ɐˈzuɫ/	/aˈzuw/	adj m/f		blue	/ˈblu/	/ˈbluː/				azul						bleu					blau					blau					blu											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
bege	bege	bege		/ˈbɛʒɨ/	/ˈbɛʒi/	adj m/f		beige	/ˈbeɪʒ/	/ˈbeɪʒ/				beige						beige					beige					beix					beige											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
branco	branco	branco, branca		/ˈbɾɐ̃ku | ˈbɾɐ̃kɐ/	/ˈbɾɐ̃ku | ˈbɾɐ̃kɐ/	adj m/f		white	/ˈwaɪt/	/ˈwaɪt/				blanco						blanc					weiß					blanc					bianco											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
castanho (cor)	castanho, castanha	castanho, castanha	"<img src=""_castanho_brown_cafe.JPG"">"	/kɐˈʃtɐɲu | kɐˈʃtɐɲɐ/	/kasˈtɐɲu | kasˈtɐɲɐ/	adjm /adjf		brown (PT)	/ˈbɹaʊn/	/ˈbraʊn/				color marrón, color café (PT)						marron					braun					marró					marrone											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
cinzento	cinzento	cinzento, cinzenta		/sĩˈzẽtu | sĩˈzẽtɐ/	/sĩˈzẽtu | sĩˈzẽtɐ/	adj m/f		gray	/ˈɡɹeɪ/	/ˈɡreɪ/				gris						grise					grau					gris,a					grigio											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
cor de laranja	cor de laranja	cor de laranja		/ˈkɔɾ dɨ lɐˈɾɐ̃ʒɐ/	/ˈkɔʁ dʒi laˈɾɐ̃ʒɐ/	adj m/f		orange	/ˈɑrɪndʒ/	/ˈɒrɪndʒ/				color naranja						orange					orange					taronja					arancione											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
cor-de-rosa	cor-de-rosa	cor-de-rosa		/kuɾdɨˈɾɔzɐ/	/koʁdeˈɾɔzɐ/	adj m/f		pink	/ˈpɪŋk/	/ˈpɪŋk/				rosa						rose					rosa					rosa					rosa											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
lilás	lilás	lilás		/liˈlaʃ/	/liˈlas/	adj m/f		lilac	/ˈlaɪˌlæk/	/ˈlaɪlək/				lila						lilas					lila / flieder					lila					lilla											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
preto	preto	preto, preta		/ˈpɾɛtu | ˈpɾɛtɐ/	/ˈpɾɛtu | ˈpɾɛtɐ/	adj m/f		black	/ˈblæk/	/ˈblæk/				negro						noir					schwarz					negre					nero											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
roxo	roxo	roxo, roxa		/ˈʁɔʃu | ˈʁɔʃɐ/	/ˈʁɔʃu | ˈʁɔʃɐ/	adj m/f		purple	/ˈpɜ˞pəl/	/ˈpɜːpᵊl/				morado						violet					violett / lila					morat / violeta / purpure	purpure				violetto											Português::Basicos::Cores Português::Curso::A1 Português::Vocabulario::Pessoas::Roupa::Cores_e_Padrões
